Plant_ID,Temperature_C,Humidity_%,Soil_Moisture_%,Soil_pH,Nutrient_Level,Light_Intensity_lux,Health_Score,Health_Status
Plant_18,25.94274199778582,55.16114165945678,14.942064533898698,5.083922200944715,56.961679971592886,26126.53373160419,81.94333463338234,1
Plant_19,22.27592777343637,56.7965269180568,54.5312704531384,6.274420570795501,44.82307427130785,20465.974997598205,78.52659773378494,1
Plant_20,20.763088895994127,64.24165946401916,26.41112407719791,6.77587039995546,49.119087559709264,21194.441795367613,89.63925423055571,1
Plant_21,29.39694630676466,65.228354880355,45.89898945399492,7.100130874869414,71.69936588080543,19826.276750369278,82.49450945930072,1
Plant_22,24.322671098540397,54.26299996061421,49.16065406937288,6.2684193189573,35.76317363116077,17794.649597826236,83.99228192939327,1
Plant_23,25.20258461406377,59.756454077390174,65.40987893757976,6.294286696441999,31.48157268425341,19442.22655715369,104.92183998600689,1
Plant_24,20.72575544135963,81.42270358611864,25.36769401321332,7.076950367127874,57.83589664798607,15201.815713417063,77.24878571744954,1
Plant_25,23.36685182642445,77.27543170100711,-0.2926823373123781,5.5651291501522895,43.21356938705897,26831.259494159916,76.82239105982605,1
Plant_26,25.3327677691296,64.36323669674032,47.75774317130542,6.305739612408496,46.8176247225738,16296.464004732812,81.16578512012464,1
Plant_27,21.54701926773309,60.380034781682,72.0076677226628,6.595211944962529,42.18843621868886,16904.10114845846,90.7151593558104,1
Plant_28,26.127094055037016,61.200313267182615,63.58419529409156,6.724609360642517,47.40199859232487,18679.2223868408,64.93465969809601,0
Plant_29,23.198083930243584,66.13517972730416,48.14489122911939,6.245096653404559,65.98538112096341,23864.22717455713,60.34444108523495,0
Plant_30,24.124918750620168,49.77207434801595,37.62545721551929,6.5172205058529205,58.0212845861812,20043.52699778796,74.12884729379853,1
Plant_31,23.194880163311808,57.42623462576655,57.10683894955966,5.255836323293505,58.62223511886977,16291.592611908613,63.66077040940713,0
Plant_32,30.55683455352681,43.314159261224106,30.39680700443297,6.170875793833076,35.837729442073545,23763.015082272017,75.75168652474362,1
Plant_33,24.9595083257862,63.9922312260528,52.14536654034329,6.726754356277234,38.4884626344713,22193.001880356445,85.0249969612929,1
Plant_34,21.8268672131323,66.4719593970274,52.5820523874994,6.008852982872661,21.60921340514573,21615.30487164936,71.09251136447736,1
Plant_35,27.467634736309567,55.16813537700626,60.90314861248319,6.529492110794799,41.90619178917246,22147.20272351252,65.73173423218657,0
Plant_36,21.33746905008693,75.73986763290033,86.39490058366616,6.723436250401349,59.567031863856585,27183.085701747357,80.69337161715347,1
Plant_37,25.626590785014265,47.74234336997659,50.88623950768151,6.328725399571118,55.16946515748371,26555.284685108338,88.6254348461517,1
Plant_38,19.120989628360675,45.3562511979018,37.36554561438752,6.585231885498286,47.78486737047877,17939.853970990116,63.05026561483388,0
Plant_39,21.015441853304708,62.24451818559972,44.61638531712008,6.018633717357694,49.77699716281947,24871.654978433457,88.20232398305984,1
Plant_40,25.59058370760737,70.47098302612154,18.463861426663225,6.396694360151977,43.11114457424594,21149.5045692767,88.17306203738326,1
Plant_41,27.215399739986232,76.83927691457869,34.579303033664125,6.805108084794611,52.04758882401784,21497.287448413248,89.54085102156628,1
Plant_42,25.51410484356991,55.4111573713106,38.86076342830344,6.578486480484217,57.65878279480615,14923.187505070016,92.18480214871688,1
Plant_43,24.65305515283528,70.78680833431295,37.13867403098112,6.206734365218033,33.84113212589527,19488.842703835413,102.02013924659616,1
Plant_44,24.09668891323213,59.61491530499293,47.28532308050583,6.6121082021453965,52.99647687837348,17561.529228990305,76.43907951380945,1
Plant_45,20.56443402889772,58.273727000591805,32.66370101426699,6.857304895318309,59.32434870954667,22484.176444679928,81.09571580077858,1
Plant_46,22.840467374815876,68.83659937486672,61.81546000986707,5.475029360711261,45.84899711036631,23213.241501208417,75.83561566751975,1
Plant_47,23.61808368712064,66.52322878413419,45.00310597377295,7.0795370324779485,57.00700612120583,13776.540946951069,80.0197684475581,1
Plant_48,28.171366678656742,44.23607843015751,44.86049518292079,6.331872630659464,78.14654444472552,19933.895407987187,95.32873355636312,1
Plant_49,26.030854868705383,74.76540349725896,40.08157925230624,6.712744966620115,48.95657207013108,23365.58451438276,66.54985516069331,0
Plant_50,19.7108795339118,73.80091354147451,47.32786025788469,7.098623461822614,53.93307050005323,19439.963113059664,71.38950327834425,1
Plant_51,25.972251908184383,53.74437298490471,57.37647397001452,5.814163151384767,42.61942916338609,22187.190935007093,93.7718093650456,1
Plant_52,23.84475315875105,63.95803533437409,31.993046764336498,6.145279498786227,51.8125116260205,21053.496402881254,90.2003650690209,1
Plant_53,22.969233999082125,64.94030186282738,35.12825266387115,6.355725652062148,54.60271624982304,21024.98069585788,76.36868353182922,1
Plant_54,26.8350288665226,62.60673765823907,40.44410956835003,6.108123239437786,51.94842340270138,19186.055065795103,88.5440200112072,1
Plant_55,28.092998567487854,54.4969484615458,24.811936147901772,7.367468287918404,39.80304680291143,16350.25758759287,83.41215842492034,1
Plant_56,27.7938403573486,53.283766320619485,32.71113210417754,6.071613953086604,52.06361771325451,16635.409557724917,95.00274609000988,1
Plant_57,22.482347430332084,59.74445929008554,37.85668689683011,6.222226610256567,64.62195938717636,22128.05754336595,80.74509593826772,1
Plant_58,24.072362872446355,71.72729019259364,58.11583771069091,6.6021945158014885,54.48635764514528,20058.374766556648,90.25632113872582,1
Plant_59,25.99379029421069,65.43600154594432,48.93841993502888,5.898925236961956,59.619871890718414,19584.463266178325,106.4201191049262,1
Plant_60,27.92663538136708,56.29385667913894,47.90384867051316,6.302159644121868,47.629880299873726,18728.32987303294,85.98099155047467,1
Plant_61,23.56247728646413,67.71698710648344,57.76346943251959,6.658726630625088,57.4990023942371,19084.433463557743,80.49328165794843,1
Plant_62,24.44302307000855,31.514573793699245,42.93942317400905,6.333569797808744,52.792678382165256,23140.735383464416,87.2244698522098,1
Plant_63,21.680995077981915,71.48765700372104,50.85697274893335,6.453306570550025,40.49089270312768,18994.26775439592,76.34719141796116,1
Plant_64,21.411380127757987,42.60286221221901,43.45167370601256,6.235333943775815,53.18521004798875,15976.805860095294,103.87967705524731,1
Plant_65,27.437577467182592,56.37559058596868,48.98043524099442,5.742764845409616,40.0830333655969,22230.95532662052,81.80071037695981,1
Plant_66,29.06872008571247,48.803301053738565,36.25862013582627,6.660796605669619,43.67119725115208,19385.370008405847,77.27066679774487,1
Plant_67,24.783969635259,47.05318524279095,8.417742625853563,7.377466535823621,51.893283072923744,20094.18759659833,71.64310994979964,1
Plant_68,28.010598693676076,71.6082678737852,42.98581256720544,6.509200815391719,52.97244273380124,24822.73491919853,90.97220191606438,1
Plant_69,26.084908075142906,55.32298798688109,66.3412220414991,6.612632058623775,38.10767534922871,19938.31832794848,88.67187412827738,1
Plant_70,23.06464073618463,63.46503881730716,58.89323103362389,6.84636137755843,60.53985771182876,20867.55101935617,75.02645628585907,1
Plant_71,26.084186816525243,59.53079421120816,59.48096226886756,5.8653347517266505,55.72006278300473,16463.229526105024,85.76451345122423,1
Plant_72,29.614109699397908,64.77040827223121,63.54196082709326,7.351257329064802,42.95271564389116,19340.99164294712,64.91444031787144,0
Plant_73,24.892521882670145,60.76821891060256,46.32986386442156,6.601164398211401,34.624152035508246,21828.578135625805,81.84970575073156,1
Plant_74,29.693930967442014,47.1700777581143,47.959735611083936,7.315928449544554,48.55095420918569,15333.878798476271,84.52756352076695,1
Plant_75,17.140764687730766,69.9626681944714,35.73522156848475,6.133483502238005,45.5405628613884,20602.53527934713,97.07329809559224,1
Plant_76,27.465707513125672,55.06243416838687,40.25890715959425,7.409030961278912,51.13140457053023,20302.37321793442,72.2918119727131,1
Plant_77,25.261141204714512,44.434181013402494,54.23656724656712,6.887577747017391,46.36883338844434,20123.86236676232,67.21647371197676,0
Plant_78,24.1029779486024,55.71884839034088,63.05826655753224,6.77652004292618,29.925431392549903,23111.47669597473,71.04572039074958,1
Plant_79,25.275282329606508,75.00759790634311,42.90830586478501,6.617012227176574,46.11653061698841,21003.315544545563,66.6343149968508,0
Plant_80,19.037293256197323,68.50221742113493,38.24716102722883,6.375735690962776,46.94380888931687,24434.21569506933,93.36657357758985,1
Plant_81,24.340984336487463,56.51347865592141,45.00791938284896,7.100265829236936,56.33661024774059,17019.231453217893,95.48639295024036,1
Plant_82,26.07133771453524,56.50742295681571,54.01810123393672,6.570179934924023,43.0180032538895,20407.773701655045,83.20216577948828,1
Plant_83,29.433682134224547,56.783649487826175,23.342177757996872,5.516465148206424,66.78674673372566,20253.40035916984,92.21294945685148,1
Plant_84,23.44518934517906,80.76747983560841,10.557285702941428,5.941406769146499,30.88359449348243,16792.23651873476,81.33958380580235,1
Plant_85,22.57451919132044,63.819354522315535,36.74194725762625,6.407077123903626,63.11167497802624,22868.88500627404,79.04888352299234,1
Plant_86,23.49472886924639,64.3004164719107,26.68931361128762,6.654999491582777,47.75681029121896,26974.019917558453,76.66962380946238,1
Plant_87,27.746206353106224,70.30283454031843,37.37789703529034,6.471705755550052,58.595848723435566,19948.981776548502,76.89609008622435,1
Plant_88,25.986253328979053,62.387891590265134,42.78329521773793,7.109485394896832,50.79801484058733,21515.0632648213,64.52198443690969,0
Plant_89,23.410719388698883,57.40957854179297,38.2012738646548,5.524449067980688,61.39555536025469,20253.555427445983,82.64254763607339,1
Plant_90,26.539802299340067,58.03650150915022,66.78701301706118,6.57179396825258,46.12638035447189,17859.245990278472,79.59666089785956,1
Plant_91,25.29123264804412,59.28398740585936,49.9011714690348,5.591010387306422,39.01379574822188,14537.719166593952,87.45360724077875,1
Plant_92,27.90593497159867,59.627777634901584,49.507115394162426,6.8798561477420845,64.20504287271064,17882.679550713903,80.9352349643861,1
Plant_93,22.893840718367944,67.2762954363698,54.33310716065103,6.452770642778999,48.86519354117859,15824.124857144803,78.37296298430908,1
Plant_94,24.017013560206696,60.519458858072994,27.917503233288464,6.709804986012059,52.21558473624211,25112.306234177355,71.2880696999237,1
Plant_95,23.823675540603528,67.3264007721558,60.58667681130403,6.068058519705117,62.34751914044795,19654.670918230284,80.72153236821761,1
Plant_96,20.609455155603644,59.19283419891418,43.8635357019681,7.139732465828875,39.68044757905565,18962.24201285849,87.38237230816162,1
Plant_97,25.88836083119373,60.786351903160906,55.05720925861819,7.0208623320294254,55.95490897639257,22667.46147436342,68.5666100891614,0
Plant_98,25.783165816539668,40.01799315467892,28.92214150439767,6.791772151505944,44.10105243537109,16634.746691432338,80.87473753680739,1
Plant_99,25.015340369927383,69.16327674702481,21.693618509759037,6.435241376568279,48.67830644355628,17699.407885986344,82.33042951529484,1
Plant_100,24.29623859987456,63.46488475897993,57.26834487037543,6.789928642647566,50.72278965384289,20204.216807745863,72.81935216381736,1
Plant_101,20.75388777384876,69.98010109859652,50.64614289146275,6.146553716006325,34.997781385530644,23086.306974270443,74.12143695092,1
Plant_102,23.738064031703924,31.037446218063103,31.469226684637345,6.927777829510356,42.211629571795655,21505.055135506365,82.30610848766214,1
Plant_103,23.971856450419693,80.88374704780728,31.955053780879584,7.32474044716196,63.51072892413139,20744.975427547648,68.66578981707377,0
Plant_104,22.593168192335146,58.604103718448265,61.88152176622154,7.035305279989593,58.86191188584796,20234.35320570805,83.49923715249392,1
Plant_105,24.51614286500197,71.08182816737516,27.15882160699008,6.135198765096296,49.37360422672765,21200.707566580324,71.046456263408,1
Plant_106,26.21215257044361,49.60094072874469,69.64009429883944,6.680708658636552,52.43123458512893,20604.95871538777,90.62853693033216,1
Plant_107,30.65855770363159,66.12773905062569,31.49068898028197,5.853429228120676,47.05757494363542,16910.08317566919,103.378277453883,1
Plant_108,25.523733438495515,49.46584436826344,54.57587888412574,6.786195155587838,63.56583385827982,20138.23766489945,71.3924319829818,1
Plant_109,25.77265117216829,53.76231039304195,40.07072286376523,6.725301706431269,47.99647422205836,16778.934023246744,85.34207862374674,1
Plant_110,24.7766622527015,79.14031353866787,54.047811466235146,5.565091830233918,52.31842092134848,20243.247628702477,72.73258095117981,1
Plant_111,19.24368635410288,58.09317599236653,36.83828996828712,5.919108078043818,61.460301441420654,18558.05617553528,90.40954173797788,1
Plant_112,24.920458373652348,62.17432873179723,42.558106408915584,6.358430551628117,42.226285151540935,27618.144868348583,67.34741590914786,0
Plant_113,25.18069062982308,68.70067730688754,45.61378763093582,6.349570126429587,65.58789184496894,19880.316848744864,84.80586758427712,1
Plant_114,32.389726337455855,64.95681887972604,29.96718816327791,5.895261532290597,34.69538590256623,15787.281301215233,71.27011033110648,1
Plant_115,24.422917105656637,61.504189051435766,56.11236518130189,6.694489364676092,66.29642131112799,19597.459367969223,77.93015410901631,1
Plant_116,25.90464202700084,63.64961002466225,37.30179650292622,6.625736804470256,46.27324416048025,21558.076236913665,69.68974724852693,0
Plant_117,24.89586469088427,84.03415585238275,41.571001269899725,6.4028654340107405,47.57301252174718,25020.09183845757,88.22350470895753,1
Plant_118,21.493965887141403,59.42381202966415,30.08475938087232,6.1221042499208185,31.09989828817057,18231.642800183843,71.63019645560414,1
Plant_119,28.42846844354506,62.01099046714968,6.564995118070343,7.024353563208281,45.452052826223074,15252.71607792908,85.51964259331828,1
Plant_120,27.25579909806032,70.50654396007612,42.13458356099746,7.327703556544147,39.60193468973116,22450.511034292944,76.55901971737667,1
Plant_121,27.373095841129143,71.05525932957984,81.18923132419374,6.258219258076731,43.92353654626528,15858.203882301046,78.85527628201137,1
Plant_122,22.271837635615785,71.8703030556038,56.76906431847036,6.19391654142259,48.6268903421112,18691.533675477545,81.47755907400129,1
Plant_123,29.2083829328083,66.38730222029184,44.71109430398408,6.745603832705998,59.57791614472906,19227.13854346702,72.38175328341151,1
Plant_124,20.79444681162316,48.569950872695166,41.05663756187599,6.320985310126507,52.076033514006255,19791.099640099677,82.10367113540887,1
Plant_125,26.76057128140081,76.33431532301096,45.33698839218069,6.430301399668383,53.07676653401114,22067.493371223005,95.3033456435441,1
Plant_126,31.571366877429934,48.53654606981312,53.20678672762815,6.869826575862335,39.044806111544375,17949.097153140836,72.21905214167286,1
Plant_127,22.02839102460793,63.02635465239033,27.287807770367326,5.545321956246354,41.192459103972695,19178.81224349972,91.71810143273844,1
Plant_128,23.301106811191683,52.45724149980642,61.71482542003308,7.159151162426335,67.98725018351311,19957.188941151835,94.98097633487784,1
Plant_129,25.298954095262925,59.35861653407007,55.73071973161866,6.536340262164671,42.647989652367535,20448.793872556365,71.83845010971956,1
Plant_130,23.489573037651404,63.2876241030348,55.772785885619015,6.2942534277189095,66.56208252057296,20293.481524123767,65.44945394909448,0
Plant_131,20.3480097068016,63.21357215450273,51.57713608214591,6.455382922889275,47.569388011191336,21308.01732566774,83.01960900171764,1
Plant_132,25.205688924418084,64.21920754235285,45.294249865409846,6.481214677510259,50.02287936143504,22531.51852892521,74.52592477233127,1
Plant_133,21.813088858821686,76.13711269058646,55.0929185395023,5.634399348277538,60.703651602299296,21177.902346952906,98.68603219163002,1
Plant_134,26.420777291905544,64.5353430151398,53.87721200612067,7.247469113726618,62.718924219386565,21360.75657052765,80.34807540499833,1
Plant_135,22.241727297298592,57.55843364709352,39.68938933588464,6.520662816135309,48.89187439720912,15253.330499760566,71.97800591964821,1
Plant_136,29.649803215052614,69.64087168288357,36.39597340654649,6.721501065223688,46.11756946478461,20150.68309749704,68.52840488988289,0
Plant_137,22.65024012299129,71.89470488924641,46.52784442892981,6.975774885287022,49.44079551477787,21438.522644004825,90.8990495909083,1
Plant_138,24.03381545138297,47.72392184863008,68.23530227242782,5.9894187712198494,53.379575282321184,22186.82358371135,74.28816025915813,1
Plant_139,27.440551652109008,65.97400069849859,26.413393865191487,6.736735949517614,58.91303686869755,17922.947677298616,80.43828799460428,1
Plant_140,21.30740705069813,67.01172742310898,22.9871210137134,6.366179454550603,50.04229858994152,18022.882175334064,89.55802745112481,1
Plant_141,25.68237980381239,57.02436496640008,47.47141261854775,6.923385387608247,56.188862980231534,18277.697974149203,75.1574164806917,1
Plant_142,28.92142826284729,73.75706813311619,45.76331552784027,5.436386289824252,66.3835973227094,21609.24169967403,79.5407117125984,1
Plant_143,20.17755029631632,58.499444129674735,47.60012496555612,6.450452849879365,53.81309612264785,23101.643164772628,79.8343159017748,1
Plant_144,25.553901575596917,61.25576453471543,48.65929796862751,6.198589672108019,53.11652856004778,18777.6196781252,86.83324511516092,1
Plant_145,25.779648382745272,58.2692817571613,41.65196618047792,6.716131475317078,34.810891749099326,22723.886940881148,85.90744335510325,1
Plant_146,27.34546861533193,60.15579047581468,67.34795157903123,6.735022093684101,23.69269863170937,20370.439427493784,77.79886268745172,1
Plant_147,21.28914786736576,49.03724913104799,20.986440322852268,6.146187052588987,53.88375729230168,19627.14266851269,80.63649061496518,1
Plant_148,21.03863016074717,45.59949117405706,32.57254462829631,6.143913067911978,49.05175768719128,19365.84731054609,76.28220988476511,1
Plant_149,26.565824696850694,75.94505063224972,43.45117859776429,6.444667315721335,44.85217325085258,22239.834093806472,65.22387593080555,0
Plant_150,25.89095401969956,51.53038651681672,20.35216783268749,6.051678886342396,52.43530204186344,20976.73345036121,82.5760085739813,1
Plant_151,25.75147855103763,50.08607650543693,42.362183933518935,6.920991847726064,49.39596270803092,26827.476282942916,98.92191760833067,1
Plant_152,26.039344628490927,38.466098863962856,69.92205248592028,6.315396399776277,61.277802506338986,17443.32607100803,71.16280859308937,1
Plant_153,22.959925835264528,53.610382523104974,45.31329732443943,5.046505890339179,50.86110868258978,21554.305106089927,72.26970290397297,1
Plant_154,25.69676109148301,46.76910206592502,48.460513585780255,6.312588971689097,42.53076714929833,18412.39697056546,71.29272228356258,1
Plant_155,25.879217419896044,76.4201516013637,26.09752852241129,5.9807280895780135,59.901662389592886,17392.139039034068,87.24591778723122,1
Plant_156,22.856945745920896,70.09817089342634,35.75457887940784,5.684362092269527,47.82868925053798,19967.398588895085,84.4848545419644,1
Plant_157,30.59732353343427,53.118496548222765,39.37205429514094,5.881286680888714,55.26536683672308,20412.05743822111,78.41462307583544,1
Plant_158,26.42149876273536,82.52435805344308,40.23427354865649,6.554704235916485,45.22589293807199,28754.52066518028,70.81980938361035,1
Plant_159,21.426089508392053,69.81765486991594,64.22465692505654,7.164320414124116,43.50173114502564,19447.562552950392,80.92376791639924,1
Plant_160,26.96966082590149,56.75168616491378,53.36536591087687,6.65659223693249,50.84168230185696,16609.46381154595,64.35377872664196,0
Plant_161,22.075954989318035,35.005942851264265,28.32813064594452,6.19674830589213,50.12828643543685,20819.03215248316,81.43426566857494,1
Plant_162,27.36125381122736,82.90942572590743,48.69757167648008,6.727952097585352,54.79827035366833,13776.079887360896,88.71524386087934,1
Plant_163,28.47578673702221,46.10427533236404,52.47332622745178,6.270454844890504,47.313542466902575,19724.129652187203,67.48800863366321,0
Plant_164,22.537953044944867,43.546012530431085,62.102235577819,6.152699815418428,31.636402162296022,20048.07584688548,64.67481723170336,0
Plant_165,27.890128387732965,70.2257043200964,68.70811029852561,5.922818665883508,45.67226116411612,22383.801148835635,95.7943789169486,1
Plant_166,26.238342780809496,84.39752406339272,29.77358712258197,5.62408559662414,57.93818467143816,22920.86674828354,73.88240360495415,1
Plant_167,27.46618047998347,73.84272818510519,32.83713733184493,6.305038146720277,47.026239207568935,18489.29114327685,91.35947845943822,1
Plant_168,30.690378947961843,65.6390912005236,26.136332116280755,6.579026744960066,47.53616597485452,19548.1579561102,78.46002334802168,1
Plant_169,24.26383565199139,65.94754341665286,41.48970211339528,6.451688164992556,59.863765059059375,17701.637508167987,78.38045183058672,1
Plant_170,22.73879150692753,68.53415558780307,51.99537561669501,6.2920165360263205,42.880267727410775,16615.81233557692,84.38412699496645,1
Plant_171,22.33145671112343,67.58928589786765,59.81001774883653,6.02712696965161,34.57196781757101,20929.684338141906,71.1600114325356,1
Plant_172,22.55256914510369,62.81191423969376,43.86073464536216,6.804123095842484,48.393688804745054,16179.243354210204,81.32497143495645,1
Plant_173,24.76869487175769,61.04201103951876,40.20228715117735,5.841434040026708,45.15826048751263,18756.11929828441,76.18510585175908,1
Plant_174,26.02345592444993,59.374068721004775,47.27636988373111,6.888013956921737,40.33753680246746,17014.478120302287,66.79506556594968,0
Plant_175,25.830072397990055,52.46035411133324,32.472856475549655,5.9988914905366375,48.24621544101309,21649.049558870774,83.374820747264,1
Plant_176,27.481549747108076,57.19324923133226,76.3430808254216,6.123782381323482,54.91505647246784,25404.290297799464,77.36692193122084,1
Plant_177,25.03900567563372,43.07043185804615,20.88508459322912,5.766607404692161,49.90711438432184,16095.236051590007,78.42975171555292,1
Plant_178,29.36060223147195,59.0166037320525,47.77110868343587,6.249298926557182,53.06981072686238,14440.944551307291,67.89839056585842,0
Plant_179,24.20602950028613,50.11408892849083,75.35409328844459,6.98765622923899,68.13407698515422,19625.3393439498,95.91400367762805,1
Plant_180,33.160507499768855,48.964106827842286,45.10199766839997,6.757814044221978,46.57121138442436,20047.09338787328,88.76714186386116,1
Plant_181,26.87700204329502,61.79894151153479,42.14941447497758,6.9892110560140175,52.78348634644669,20655.977920271893,89.64155884171979,1
Plant_182,22.42852733075115,73.920022863446,39.63831865784359,6.761071272966968,44.907866374008655,18661.03845429697,76.94555297558318,1
Plant_183,21.78732250581666,69.18316606002313,42.29412477356388,5.948165085734815,41.53640280113027,19398.082103523702,62.7081711049658,0
Plant_184,26.44741724572956,44.29499396376823,65.59272712014796,6.334605387836222,44.1509234658223,21102.531231621808,99.52917382489512,1
Plant_185,24.32961164402245,50.10371863429663,11.822071330057398,6.1099004354412685,45.21241428478312,23121.29267793452,79.38902491994132,1
Plant_186,27.142001482276275,69.40771187988216,68.00150551944489,7.16528745201952,53.59475797547125,14134.85368904515,72.51200203979946,1
Plant_187,26.419712873720638,50.1751260646169,23.640642713247825,5.901605676786844,73.49075786700757,18893.18168290561,84.16801574483114,1
Plant_188,24.78151326202938,57.75366850002976,41.00021506148378,6.946848844694555,42.8395656372416,20641.42638182319,91.67120788003297,1
Plant_189,22.459618845794783,65.50052099024552,38.56133369552008,6.946476935054385,45.83374694384538,17246.071686167794,79.76949443914533,1
Plant_190,20.45545832594241,50.31655545136365,53.8282990465608,7.414810100858044,49.36876986888752,25193.5088953019,92.78575167939374,1
Plant_191,23.660455143798934,61.0537550614596,21.028134721743783,6.295156703685251,53.957988487097474,18093.77035931379,90.82999938516868,1
Plant_192,27.569196382970414,46.65974505081795,51.93258999122914,6.856161079790081,52.63550811954785,19876.12193897815,69.23618812597942,0
Plant_193,25.64228123239061,53.98632356048786,75.36464434930278,7.640825918269421,62.84095793948117,21668.066290526876,73.26209894340523,1
Plant_194,21.262783663864035,63.19781934142537,24.552389931107843,6.191179161533151,25.73607929464792,18226.145633594315,89.57537163279767,1
Plant_195,25.519542777553543,44.070062664683306,47.84559251415593,5.73247987623382,26.130701298043277,14460.280856586747,52.873874361895616,0
Plant_196,26.15595213918651,64.40474737960399,35.070267333050865,5.559994983046118,45.04121827989851,18714.0364192504,78.50544306835012,1
Plant_197,22.3484276913966,59.80362201073319,51.388308092895535,6.8563560144306654,60.97300187543709,23088.32166778112,65.69168798375328,0
Plant_198,25.461175317836584,65.52489954417148,45.28721666123628,5.558424895970708,34.34351968394404,18989.314619644585,75.23446198566475,1
Plant_199,25.174626155338,62.23914134064661,35.37769636433536,6.313840473531038,19.92367660306243,17460.697095623065,77.01179910970797,1
Plant_200,21.571089106508133,73.64140429973844,52.31808427306611,6.71865659351948,55.71179406219208,22777.016628508165,76.41755622092492,1
Plant_201,26.07336208104485,61.25224502647907,72.06522164680115,6.592587768414957,52.43657223702714,19007.67531193084,74.47738747887391,1
Plant_202,26.682353579104703,55.70594458874747,42.13644312409052,6.712722432092086,39.097915932005705,18469.51755904935,69.02856350371187,0
Plant_203,28.24915372952583,61.22297503032284,55.79636913222273,6.611144927900427,40.1446039927907,20448.36826898993,102.91911266818688,1
Plant_204,28.16140615610471,65.43298029036387,25.600905631932545,7.139432906656697,40.30256280365326,22312.250628856364,98.67462004161352,1
Plant_205,20.866991896128727,60.48860070325704,30.65345434772987,6.023841809630602,51.1053531747394,27145.14059519764,68.37934179743718,0
Plant_206,22.18652488025463,60.405916912038826,52.08609416820566,6.161502430770734,43.73684723816993,22481.70832297227,95.82116751303568,1
Plant_207,26.54510580162598,52.980083121932445,67.26174042803947,6.113670277364588,54.9406391897552,23479.519899165032,76.00534509527147,1
Plant_208,26.541357852736628,53.37099082449052,50.3342002317849,6.915095905931305,21.45373337095609,18482.101403036435,81.2918747333171,1
Plant_209,26.545143058918143,45.97394728200307,40.30412954215269,6.950199294197532,41.43148134872201,16922.39568209157,79.36726040103085,1
Plant_210,36.55819447196416,77.4957674318694,44.98937108135031,6.725612659659254,38.7394603908895,20186.99404885737,73.40251358746035,1
Plant_211,26.7126715320795,47.56136764608715,26.24388399045424,7.091746833444964,47.43659321627508,20321.50974577879,89.83852343606146,1
Plant_212,28.4066969205418,53.07094802204092,54.0677298953305,5.910979566311809,44.619522415098615,16764.46177590621,81.25886530576658,1
Plant_213,27.86200529047961,52.81592734430802,58.234995934851135,7.333612055775569,57.978437798957664,19474.116410287963,75.23448576780758,1
Plant_214,26.954173753917395,68.94924376944441,38.2186450075038,7.261619310856129,31.406632283399425,21197.952805157394,66.95410556199528,0
Plant_215,24.054192266078964,57.05050321707972,37.94936778360748,6.867810998622874,50.45491476330752,21081.18018505424,71.0640498628088,1
Plant_216,27.276907661479804,72.47742072673734,48.98817344478073,7.39089945438553,55.583364232117056,21512.86356015282,63.58619884397904,0
